id,name,sku,category,quantity,unit_cost,supplier_name,location,reorder_threshold,supplier_lead_time_days
B01D1FFVOA,ALITOVE 100pcs WS2812B Addressable 5050 Smart RGB LED Pixel Light on Black Heat Sink PCB Board 5V DC Compatible with Raspberry Pi for DIY Lighting Project,ALWS2812B1LEDBK,dev-boards,1,14.99,ALITOVE,,0,7
B013JRWCBU,Letool 30 Pairs JST 1.25mm 2 Pin Micro Male Female Connector Plug with Red Black Wire Cable 80mm,5738466,misc,2,6.99,A-Tools supplier,,0,7
B0B2D89WLT,CHANZON 30 Pairs Jst PH 2.0 mm Pitch 22AWG 2Pin Plug Connector for 10cm and 15cm UL1007 Tinned Copper Wire for Battery H67 H36 Blade Inductrix E010 E013.,PH2PUK-10-15-MF-1007-22AWG-30,power,1,9.99,Chanzon,,0,7
B0DB5MH38T,"915MHz Antenna 10dBi Gain for Meshtastic LoRa Long Range Soft Whip Antenna, 17cm Omni SMA Male Black (2 Pack)",B0DB5MH38T,antennas,1,25.99,MakerHawk-US,,0,7
B099P57WJN,ES EVVIVA SCIENCES Pre-Poured Black Malt Extract Agar Plates - Includes Both Black Dye & Charcoal for Enhanced Culture Visualization - Excellent Growth Medium - Great for Mushrooms & Science Projects,EV60,misc,2,31.99,Evviva Sciences,,0,7
B0C8NTZ3QG,Kanayu 30 Pcs Small Solar Panels 3v 120ma Mini Polycrystalline Solar Cells DIY System Kits Epoxy Panel Module Photovoltaic Cells Charger 60 x 55 mm for Light Phone Charger Flashlight,WAE-Kanayu-1664,power,1,29.99,Waeeshy,,0,7
B07NFSFBXQ,"Amazon Basics 99% Isopropyl Alcohol First Aid For Technical Use,16 Fluid Ounces, 1-Pack (Previously Solimo)",B07NFSFBXQ,misc,2,7.1,Amazon.com,,0,7
B0CTXL61LY,915MHz LoRa Antenna Indoor 3dBi Gain Omni SMA Male + IPEX Cable 2 Pcs,TY-CSA27,antennas,1,9.99,Tenmory,,0,7
B08XHX9XJK,iplusmile Stainless Steel Single Ended Micro Straight Dissecting Needle for Lab Dissecting Needle for Lab Experiment Equipment,G36A3PA6FH20943GXT0O,misc,2,17.69,ubestsky,,0,7
B0BKL93X2J,"ESP32 Development Board WT32-SC01 Plus with 3.5in 320 * 480 Based on ESP32-WROVER-B Multi-Touch LCD Screen with GUI Firmware 4MB SPI Flash/8MB PSRAM, WiFi, BT, BLE MCU Module for Arduino",B0BKL93X2J,dev-boards,1,41.99,Aitrip,,0,7
B0DMK4QPPD,"Meshtastic Long Range 915MHz Lora Magnetic Base Antenna with SMA Male for ESP32 LoRa V3 Development Board 915MHz LoRa Module with 10cm IPEX Extension Cable (2 Sets), Slinkdsco ﻿",B0DMK4QPPD,dev-boards,1,19.95,slinkdsco,,0,7
B07W6ZPH7D,Comimark 2Pcs LoRa SX1278 Long Range RF Wireless Power Mental Module SX1276 5Km for Arduino,LY369,dev-boards,1,12.79,"ZhongTao(品牌已备案,跟卖必投诉封店,绝不和解)",,0,7
B0CGR8ZLTZ,"99.9% Solid Bare Copper Wire, 20 Gauge 310Ft,1lb Spool,Supplied by Wonderway (20 Gauge/0.8mm, 16oz)",TX-16OZ,misc,1,20.99,XING WEI,,0,7
B0D8T53CQ5,"ELEGOO 3PCS ESP-32 Development Board USB-C, 2.4GHz Dual Mode WiFi+Bluetooth Dual Core Microcontroller for Arduino IDE, Support AP/STA/AP+STA, CP2102 Chip",EL-SM-012,dev-boards,1,19.99,ELEGOO Official US,,0,7
B0C9H7Y66W,3PCS ESP32 ESP32-S3 Development Board Type-C WiFi+Bluetooth Internet of Things Dual Type-C Core Board ESP32-S3-DevKit C N8R2 Development Board ESP32-S3 Module,DA11892-1,dev-boards,1,17.99,Dorhea,,0,7
B0DG8L5NG5,ESP32 ESP32-S3 Development Board AYWHP 5 Pcs ESP32 S3 ESP32-S3-DevKitC Module with WROOM-1-N16R8 Low Power MCU with Dual-Mode Wi-Fi and Bluetooth Type-C Connector Compatible with Arduino,YY1-0163,dev-boards,1,33.99,Quan Ruiqi,,0,7
B078HY1WP1,exgoofit Phono RCA Screws Male Female Plug to AV Screw Terminal Audio/Video Connector Adapter (10 Male +10 Female Connector),CAM902072M,misc,1,8.9,Exgoofit,,0,7
B082ZPKV5W,uxcell PCB Panel Mount Single RCA Socket Female Jack Audio Video AV Connector Black 2pins 10Pcs,a19092900ux0312,misc,1,7.99,uxcell,,0,7
B0DJQGS5JL,"BNUOK 120pcs M3 x 50mm Hex Socket Head Cap Screws Bolts, 12.9 Grade Alloy Steel, Black Oxide Finish, Allen Socket Drive, Full Threads,with Hex Spanner",BNH02022,misc,1,9.99,BNUOK Fasterner,,0,7
B000X05G1A,"Superior Pump 91250 1800GPH Thermoplastic Submersible Utility Pump with 10-Foot Cord, 1/4 HP",91250,sensors,1,59.73,Amazon.com,,0,7
B07BTXK1NG,Chanzon SMD Fast Switching/Schottky/Rectifier Diode Assorted Kit (15 Values Total 150pcs: M1 M4 M7 S1M S2M S3M SS14 SS16 SS24 SS26 SS34 SS36 RS1M US1M LL4148) Electronic Component Assortment Set,DIODE-KIT2-SMD-150,misc,1,6.99,Chanzon,,0,7
B0CJ78KXRH,risingsaplings 500pcs 1206 SMD resistors kit 270R 1K 4K7 10K 20K (5 Types Each 100pcs),RES-KIT,misc,1,9.99,rising saplings,,0,7
B0711MB4TL,Hilitchi 60-Pcs 100 to 500K ohm 3296W Multiturn Trimmer Potentiometer Assortment Kit - [12 Value],HDR-3296-1,misc,1,12.99,Hilitchi,,0,7
B00W874Y46,"Earthwise GS70015 15-Amp Garden Corded Electric Chipper, Collection Bin",GS70015,misc,1,201.77,Amazon.com,,0,7
B0CSBZVR6F,"2 Pack Continuous Spray Bottles - Ultra Fine Mist Sprayer | Water Spray Bottle For Hair Mister Spray Bottle | Hair Spray Bottles For Hairstyling, Cleaning, Salons - 2pk 6.8 OZ / 200 ML",SP019,misc,1,7.64,Super +,,0,7
B07DB1HCKP,DEPEPE 6pcs 500ml Plastic Safety Wash Bottles Lab Squeeze Bottle LDPE Squirt Bottle Tattoo Bottle with Narrow Mouth and Scale Labels (17oz x 6 Bottles),DEPEPE20180527,misc,1,16.99,SimpleBreeze,,0,7
B00PV6J1F8,"McKesson Hydrogen Peroxide 3%, 1 Gallon [Pack of 1] Topical Solution USP, First Aid Antiseptic, Oral Debriding Agent",23-A0013,misc,1,16.45,SimplyMedical,,0,7
B01KK014F4,Isopropyl Alcohol Grade 99% Anhydrous - 4 Gallon,IsA4G,misc,1,67.94,FlaLab,,0,7
B0B1LM2V5W,"19V Power Cord for Samsung TV 32"" UN32 J4000 J4500 J5205 J5003 J525D UN32J4000AF UN32J5205AF UN32J525DAF UN32J5003AF UN32J400DAF A4819-FDY BN44-00837A LCD Monitor Charger,HW-M360 Soundbar Power Supply",DL90190400,power,1,14.99,RUIQIU-direct,,0,7
B07MSC2YGT,"uxcell M3x100mm Pushrod Connector Stainless Steel Rod Linkage,for RC Boat,Car,Airplane,Helicopter,10pcs",a18112200ux0490,misc,2,12.99,uxcell,,0,7
B0D6GLH81M,"Adult Trinocular Microscope WF10x and WF25x Eyepieces 40X-5000X Magnification, Digital Lab Trinocular Compound LED Microscope (Trinocular Microscope with Electronic Eyepieces)",CDJHJ368,misc,1,229.99,HWTHWT,,0,7
B0CKHR2RNX,"Bysameyee Wireless Digital Microscope 4K HD Wi-Fi Microscope Camera Digital Magnifier Compatible for iPhone, Android Phones and PC (Black)",4K,cameras,1,39.99,Sameyee,,0,7
B07DPL1B4T,"Beaker, Flask, Cylinder Set, 3.3 Boro. Glass - 9 Pieces - Beaker Set, Flask Set, and Graduated Cylinder Set, Karter Scientific 233N2",233N2,misc,1,42.99,Lake Charles Manufacturing,,0,7
B0BN4W6P6Q,"eSUN PLA+ Filament 1.75mm, 3D Printer Filament PLA Plus, Dimensional Accuracy +/- 0.03mm, 1KG Spool (2.2 LBS) 3D Printing Filament for 3D Printers, Cold White",PLA+175CW1KG-RE,misc,1,22.99,eSUN official Store,,0,7
B0BH252R3J,"Powered USB Hub, Wenter 11-Port USB Splitter Hub (10 Faster Data Transfer Ports+ 1 Smart Charging Port) with Individual LED On/Off Switches, USB Hub 3.0 Powered with Power Adapter for Mac, PC",KDP-AE,power,1,29.99,Igree,,0,7
B0D2PRQKWL,"Twippo Heat Shrink Tubing Kit 355pcs - 3:1 Dual Wall Adhesive Lined - Electrical Waterproof Industrial Heat-Shrink Tubing Terminals- Marine Grade Wire Connector Shrink Wrap Tube - 3.15"" Length - Black",US-Heat Shrink Tubing Kit-355,misc,1,18.99,Twippo,,0,7
B072PCQ2LW,"560PCS Heat Shrink Tubing 2:1, Eventronic Electrical Wire Cable Wrap Assortment Electric Insulation Heat Shrink Tube Kit with Box(5 colors/12 Sizes), Black, Red, Blue, Yellow, Green",asd-123,misc,1,5.99,Ayhh-official,,0,7
B0C3GRTT2G,"haisstronica Wire Stripper and Crimping Tool,AWG 24-10 Automatic Stripper Tool with AWG 22-10 Ratchet Wire Crimper For Heat Shrink Connectors",HX1608,misc,1,29.99,HAISSTRONICA,,0,7
B088QM242B,14 Gauge Wire Combo 6 Pack 12V 100'FT per Roll (600 ft Total) 14 Gauge Auto Wire Copper Clad Aluminium Low Voltage 14 Gauge Wire,mkafv-1160,misc,1,37.89,BaboomBaboom,,0,7
B074JZ6NWV,"Replace for DYMO LetraTag Label Maker Refill 91331 White Plastic Tape 12mm x 4m (1/2"" x 13') for Dymo Labeler Letra Tag 200B LT 100H 100T Plus, 5-Pack, Label KINGDOM Label",LT-A91331-5,misc,1,12.99,Label KINGDOM,,0,7
B0BBLSNJCJ,JESSINIE INA333 Amplifier Module 3 Operational Amplifier INA333 Low Power Precision Instrumentation Amplifier Module Board,INA333,dev-boards,1,9.95,Jessinie,,0,7
B08QM9SM1W,Teyleten Robot Millivolt/Microvolt Voltage Amplifier Module AD620 Instrumentation Amplifier Module Signal Amplifier Module DC 3-12V High Precision (3PCS),H64,misc,1,11.88,Teyleten Robot-US,,0,7
B0DPFX4PDP,Linear Instrumentation Amplifier 10PCS INA128UA INA128 INA128U SOP-8 New for Arrival 2025 High for Quality,MAANIHTYUW-M-TXN48926,misc,1,28.99,PHAMDUCQUYEN15,,0,7
B0BNQDV3FR,Jetson Nano B01 4GB SUB Development Kit Official Board for AI and Robotics Yahboom Provide ROS Programming Courses,gm-Jetson Nano B01,dev-boards,1,209.99,Yahboom,,0,7
B0BM2YKHRR,MyoWare 2.0 Muscle Sensor-Compatible with Arduino- All-in-one electromyography (EMG) sensor from Advancer Technologies -Measure muscle activity by detecting its electric potential-Keyed Snap Connector,DEV-21265,dev-boards,1,39.95,SparkFun Electronics Inc.,,0,7
B0BGWRWRX2,"Fanttik E1 Max 3.7V Mini Electric Screwdriver, Precision Screwdriver Set, 50-in-1 Magnetic Bits, Magnetic Storage, 5/32''Hex, Electric Screwdriver for Electronics Phone Camera Laptop Watch - Grey",E1 Max,cameras,1,45.75,Fanttik Innovation Direct,,0,7
B0CJHXJWN3,"Gebildet 3V-6V-12V-24V-230V/1A 10pcs 7mm Black Prewired Mini Momentary Push Button,SPST Nomal Open ON/Off 2 Pin Round Button for Model Railway Hobby",E1252-US,misc,1,6.99,Gebildet,,0,7
B0D8PZ8MNL,"CPZZ 20Pack 18650 Rechargeable Battery Flat top 3.7v 18650 Rechargeable Battery High Capacity for led flashlights,Headlights headlamp 1015",B0D8PZ8MNL,power,1,47.99,Liming Technology,,0,7
B0B31NRSD2,"2Pack GPS Module,Navigation Satellite Positioning NEO-6M,Arduino GPS, Drone Microcontroller, GPS Receiver Compatible with 51 Microcontroller STM32 Arduino UNO R3 with Antenna High Sensitivity",B0B31NRSD2,dev-boards,1,18.99,Deegoo-FPV,,0,7
B0CN63ZQ2J,"4 Pack 1￵8￵6￵5￵0 Rechargeable Batter￵y 9900m￵A￵h W￵i￵th 18650 Battery Charger,Universal Smart Charger for 3.7V Rechargeable Battery 21700 14500 10440",B0CN63ZQ2J,power,1,24.98,cambriman,,0,7
B08HGSXYM1,4X EEMB 3.7V Lipo Battery 3700mAh 103395 Rechargeable Lithium Polymer ion Battery Pack with JST Connector (UL Certified for Cell) Make Sure Device Polarity Matches with Battery Before Purchase!!!,3S-TBUH-ZL1C,power,1,46.92,MONERATOR,,0,7
B0DP634VQ5,"MakerHawk 3.7V 10000mAh LiPo Battery Rechargeable 1S 3C Lithium Polymer Battery with Protection Board Insulated Rubber Tape, PH2.0 Plug for Arduino ESP32 Board RPI Battery Pack UPS (2 Pack)",B0DP634VQ5,dev-boards,2,36.99,MakerHawk-US,,0,7
B09SVFL33L,200mm(7.9in) Width PVC Heat Shrink Wrap Tube 18650 21700 26650 Lithium Battery DIY Battery Pack 3M(9.9ft) Length Blue,200mmX3m,power,1,13.99,Jichu Store,,0,7
B07Y53X4HK,"Bestol 5 Meters 2P/3P/0.15x8mm/0.12x8mm/18x6x50mm Nickel alloy Strip for Battery Spot Welding, Connect battery in Paralle",Bestol,power,1,8.99,Bestol,,0,7
B0D3LP1G3F,"MakerHawk 3.7V 6000mAh LiPo Battery Rechargeable 1S 3C Lithium Polymer Battery with Protection Board Insulated Rubber Tape, PH2.0 Plug for Arduino ESP32 Board RPI Battery Pack UPS (2 Pack)",B0D3LP1G3F,dev-boards,1,27.99,MakerHawk-US,,0,7
B0CRKHTG89,EC Buying 10Pcs TP4056 1A Lithium Battery Charging Board Module USB Type-c 5V 1A 18650 Lithium Battery Charger Module Charging Board with Dual Protection Functions,B0CRKHTG89,power,1,9.99,EC Buying,,0,7
B0CRY34GWR,Gebildet 5pcs 3V-4.5V-5V-6V-7.5V-9VDC 6mm Blue LED Metal Indicator Light Waterproof Signal Lamp Pilot Dash Directional Car Truck Boat with Wire,E728A,misc,1,6.99,Gebildet,,0,7
B0CDWZ9MDC,HiLetgo 5pcs TP4057 1A 3.7V Lithium Battery Charging Board with Protection Type-C USB C Li-ion Battery Charging Board Over TP4056,3-01-1767,power,1,8.99,HiLetgo,,0,7
B081JWVK3C,"Bestol 5 Meters 2P/3P/0.15x8mm/0.12x8mm/18x6x50mm Nickel alloy Strip for Battery Spot Welding, Connect battery in Paralle",52001936561,power,1,8.99,Bestol,,0,7
B0CNSSS6T4,18650 Battery Shield Board V3 Micro USB Charger ESP32 for Raspberry Pi and Arduino,BUBUCAM 18650 Battery Shield Board V3,dev-boards,2,6.98,BUBUCA,,0,7
B0B58S6L6W,ACEIRMC 3pcs CN3065 Mini Solar Lipo Charger Board Lithium Battery Charge Chip Micro USB DIY Outdoor Application Kit Charging Board Module,CN3065,power,1,8.99,Aceirmc US,,0,7
B09JZD4NMC,"GHome Smart Plug Outlet Extender, Surge Protector with 3 Individually Controlled Smart Outlets and 3 Smart USB Ports, Works with Alexa Google Home, Wall Adapter Plug for APP Control,15A/1800W",P2-BK,misc,2,23.99,GHomeSmartUSA,,0,7
B0BYP44116,"Linkind Color Changing Smart WiFi Light Bulbs, Work with Alexa & Google Home, A19 E26 Dimmable RGBTW Bulbs, No Hub Needed, 800 Lumen, 2.4Ghz WiFi, 6 Pack",A19,misc,1,39.99,LINKIND-US,,0,7
B0CN1N7WRZ,"Tyimble 2024 Electric Drill Plate Cutter - Efficient Metal Shears Attachment for Effortless Cutting of Iron, Steel, Copper, Aluminum - Superior Precision and Efficiency, a Must-Have for DIY.",T-E01,misc,1,23.99,HAOXINGSHENG,,0,7
B0784XXSQB,"ALDON Copper (II) Sulfate Solution, 1M, 500mL - The Curated Chemical Collection",IS12196,misc,2,17.46,Vertex Reliance,,0,7
B08LDDS59D,"Gebildet 10Pcs 6mm 110V-220VAC LED Metal Indicator Light Waterproof Signal Lamp (Green/Orange/Red/Blue/White,Each 2pcs)",E553,misc,1,9.49,Gebildet,,0,7
B0DF4TB93J,"4-in-1 Soil Moisture Meter Digital Plant Temperature/Soil Moisture/PH Meter/Sunlight Intensity Backlight LCD Display Soil Test Meter for Gardening, Farming and Outdoor Plants",CTY,misc,1,23.98,Cytentech,,0,7
B09JWN5F8W,"Amazon Basics Full Motion TV Wall Mount fits 12"" to 40"" TVs and VESA 200x200, Black",AM20A,misc,1,18.69,Amazon.com,,0,7
B07961WPZP,"AC Infinity Passive Ventilation Grille 17"", White, for PC Computer AV Electronic Equipment Cabinets, Rooms, and Closets",AC-AGW7,misc,1,21.99,AC Infinity,,0,7
B0BDF358X8,LAB FISH Lab Infrared Scalpel Sterilizer Autoclave Sterilizers 825°C Inoculating Loop Sterilizer for Inoculating Loop Mycology 240W(DS-900S),LFDS900S,misc,1,169.0,LAB FISH-US,,0,7
B0CQXDXRZ2,"Qrity 20 PCS Rubber Grommets Cable Railing, Car Grommet, Cable Railing Protective Sleeves for Metal Posts, ID 3mm Mount Dia 5mm",B0CQXDXRZ2,misc,1,7.99,QRITY,,0,7
B0D19C25NS,"New Age America® 93pcs Rubber Grommets Kit | 1/4 Inch to 1 Inch | 9 Sizes | Black Wire Grommets | Eyelet Ring Gaskets | Double Sided Round | 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"", 3/4"", 3/4"", 7/8"", 1""",NAARG-93,misc,1,9.99,NewAgeAmerica,,0,7
B08FM9334M,"Ackers Conical Centrifuge Tubes 15mL, 100 Pcs Sterile Plastic Test Tubes with Screw Caps, Polypropylene Container with Graduated and Write-on Spot, Non-Pyrogenic, DN/RNase Free",AU17254,misc,1,17.99,Ackers,,0,7
B0CRNPBGNB,"Beelink Mini S12 Pro Mini Pc,Intel 12th Gen Alder Lake-N100 (4C/4T, Up to 3.4GHz),16GB DDR4 RAM 500GB PCle SSD, Desktop Computer Support 4K@60Hz Dual HDMI Display/USB3.2/WiFi6/BT5.2 for Office/Home",Minis 12 Pro N100,dev-boards,1,158.99,ZDN PC,,0,7
B08TJRVWV1,"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black",LSMICRO128GU3,dev-boards,1,10.99,Amazon.com,,0,7
